"question","expected_answer","generated_answer","BLEU","ROUGE-1","ROUGE-L","Semantic Similarity","NLI_RESULT","Contradiction","Neutral","Entailment","METEOR","BERT_F1","F1_SCORE"
"What is the Chime Savings Account?","The Chime Savings Account allows users to automatically save a portion of their income.","high-yield savings accounts.
","0.0","0.22222222222222224","0.22222222222222224","0.5442731380462646","neutral","0.01667129062116146","0.8933789730072021","0.08994975686073303","0.0388","0.1886","0.1176"
"What is Bitmain's involvement in AI chips?","Bitmain has also developed AI chips, aiming to diversify its business beyond cryptocurrency mining.","Bitmain designs application-specific integrated circuit (ASIC) chips for bitcoin mining. In January 2025, a Bitmain subsidiary, Sophgo, was placed on the U.S. Entity List following reports that a TSMC-made chip was illegally incorporated into a Huawei artificial intelligence processor.
","0.005641822153183602","0.10714285714285714","0.10714285714285714","0.7256987690925598","neutral","0.17759737372398376","0.8152676820755005","0.007134930696338415","0.0909","0.2359","0.0816"
"Who are the founders of Addepar?","Joe Lonsdale and Jason Mirra.","Joe Lonsdale
Jason Mirra
","0.14643803168582153","0.888888888888889","0.888888888888889","0.9434460401535034","entailment","0.023626232519745827","0.02616073563694954","0.9502130150794983","0.5215","0.8","0.6667"
"What is Wiz's focus on cloud security posture management?","Wiz provides tools for assessing and improving the security posture of cloud environments.","I don't know.
","0.0","0.0","0.0","0.28238826990127563","contradiction","0.6856527328491211","0.18773458898067474","0.12661272287368774","0.0","0.0292","0.0"
"How has Intarcia Therapeutics' leadership evolved over time?","Kurt Graves replaced Karling Leung as President and CEO in 2012. Graves had joined Intarcia in 2010 as Executive Chairman before becoming President and CEO.","- 2005: Karling Leung (President/CEO/Director) and James Ahlers (Vice President/CFO/Finance & Operations Officer).
- By 2012: Kurt Graves replaced Karling Leung as President and CEO.
- April 2012: Kurt Graves became President and CEO.
","0.2414053094414269","0.4745762711864407","0.4745762711864407","0.860119104385376","neutral","0.09088309854269028","0.8793835639953613","0.029733384028077126","0.4344","0.2437","0.4186"
"What is the purpose of the ByteDance AI Lab?","The ByteDance AI Lab focuses on research and development in artificial intelligence.","Established in March 2016, the ByteDance AI Lab is a research arm.
","0.09578464408619825","0.5","0.4166666666666667","0.8447151184082031","neutral","0.00150239875074476","0.9974537491798401","0.0010438286699354649","0.4688","0.5181","0.5"
"What is Biosplice's primary focus?","Biosplice's primary focus is on developing small molecule therapeutics that modulate alternative splicing.","Potential treatments for several diseases; its osteoarthritis program is its most advanced.
","0.015671287677272196","0.07692307692307691","0.07692307692307691","0.5471771359443665","neutral","0.0011915037175640464","0.997596800327301","0.001211648341268301","0.0388","0.0512","0.0833"
"What acquisition did Nextdoor make in 2017?","The UK local social network service Streetlife.","I don't know.
","0.0","0.0","0.0","0.3081692159175873","contradiction","0.6979451179504395","0.16482700407505035","0.1372278928756714","0.0","-0.0218","0.0"
"What platforms is Telegram available on?","Telegram is available on iOS, Android, Windows, macOS, and Linux, as well as via web browsers.","Android, iOS, Windows, macOS, Linux, and Web platform.
","0.028439110602897978","0.5833333333333334","0.4166666666666667","0.7255980968475342","entailment","0.021006492897868156","0.033513300120830536","0.945480227470398","0.3155","0.4883","0.6087"
"What products does Tanium offer?","Tanium offers Endpoint and Security Management products.","Endpoint and Security Management.
In 2023, Tanium launched its digital employee experience (DEX) solution, part of its XEM platform.
","0.05415315253510895","0.3846153846153846","0.3076923076923077","0.8115485310554504","neutral","0.005565309431403875","0.9926007390022278","0.0018339757807552814","0.4573","0.3202","0.32"
"What is GoPuff's approach to customer service?","GoPuff provides customer service through its mobile app and online support channels.","I don't know.
","0.0","0.0","0.0","0.264566570520401","contradiction","0.6920013427734375","0.16960856318473816","0.13839007914066315","0.0","-0.0636","0.0"
"Where is Telegram headquartered?","Telegram does not have a formal headquarters, and its development team is based in Dubai.","Dubai, United Arab Emirates.
","0.0","0.10526315789473685","0.10526315789473685","0.5476110577583313","entailment","0.003525577485561371","0.15403154492378235","0.8424428701400757","0.0","0.1234","0.0"
"What is the name of the SpaceX program that aims to develop a reusable rocket system?","Starship","SpaceX reusable launch system development program.
","0.0","0.0","0.0","0.47405359148979187","neutral","0.3175731301307678","0.43405210971832275","0.2483747899532318","0.0","0.1324","0.0"
"What was the primary service provided by Babylon Health?","Babylon Health provided a digital-first health service that combined an artificial intelligence-powered platform with virtual clinical operations for patients.","A digital-first health service provider that combined an artificial intelligence-powered platform with virtual clinical operations for patients.
","0.6778395941024913","0.9500000000000001","0.9","0.841444730758667","entailment","0.00138893595431","0.004998233634978533","0.9936128258705139","0.9018","0.8061","0.9143"
"What is Taopiaopiao?","Taopiaopiao is an online movie ticket distributor and film promotion service in China.","An online movie ticket distributor and film promotion service.
","0.46548383647045716","0.8181818181818181","0.8181818181818181","0.7688602805137634","entailment","0.004500581882894039","0.009053101763129234","0.9864462614059448","0.6343","0.5595","0.7273"
"What is HeartFlow?","HeartFlow is a medical technology company that provides non-invasive cardiac diagnostic solutions.","A medical technology company based in Redwood City, California, that developed non-invasive, real-time virtual modeling tool for coronary artery disease (CAD) intervention using estimation of fractional flow reserve (FFR).
","0.034419076328402375","0.3181818181818182","0.3181818181818182","0.6971985697746277","neutral","0.002875841688364744","0.993683934211731","0.0034402026794850826","0.3533","0.2715","0.2439"
"What is the difference between Telegram's regular chats and secret chats?","Regular chats are cloud-based and encrypted server-client, while secret chats are end-to-end encrypted and not stored on Telegram's servers.","Secret Chats:
*   End-to-end-encrypted
*   Accessible only on the device where it was started
*   Self-destructs upon logging out
*   Screenshot restricted on Android, warns on iOS
*   Hides chat contents from the final image
*   Supports perfect forward secrecy
*   Switches encryption keys after a key has been used 100 times or a week has passed

Regular chats:
*   Messages can self-destruct after they are read, disappearing for all parties after a period set by the user, ranging from 1 day to 1 year.
*   Messages can be edited up to 48 hours after they were sent.
","0.002425393177607981","0.1864406779661017","0.11864406779661016","0.7567285299301147","contradiction","0.6942530274391174","0.2464374154806137","0.05930955335497856","0.1115","0.0092","0.0909"
"Who are the founders of Kavak?","Kavak was founded by Carlos García Ottati, Loreanne García Ottati, and Roger Laughlin.","I don't know.
","0.0","0.0","0.0","0.3179413080215454","contradiction","0.7511453628540039","0.14805956184864044","0.10079506039619446","0.0","-0.2199","0.0"
"What are some of the key products developed by ByteDance?","Key products include TikTok, Douyin, Toutiao, CapCut, BuzzVideo, and Lark.","TikTok, Douyin, Toutiao, CapCut.
","0.08872444253557525","0.5714285714285715","0.5714285714285715","0.8272372484207153","entailment","0.045429397374391556","0.06489571928977966","0.8896748423576355","0.3132","0.4409","0.4286"
"What are some key features of Revolut?","Key features include multi-currency accounts, instant money transfers, and budgeting tools.","- Banking services including GBP and EUR bank accounts.
- Debit cards.
- Credit cards.
- Currency exchange with over 25 fiat currencies.
- Stock trading.
- Cryptocurrency exchange.
- Peer-to-peer payments.
","0.005834347180338519","0.20512820512820512","0.10256410256410256","0.6562605500221252","neutral","0.29674094915390015","0.5731706619262695","0.13008832931518555","0.0763","0.1611","0.0556"
"What is Canva's presentation feature?","Canva allows users to create and present presentations.","templates for presentations
","0.0","0.18181818181818182","0.18181818181818182","0.6308727860450745","entailment","0.02891424484550953","0.3374696671962738","0.6336160898208618","0.0667","0.2543","0.0"
